Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (watts),CHP unit/s size - thermal (watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Onsite laundry (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£)
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,ACUTE - LARGE,R0B0X,SUNDERLAND EYE INFIRMARY,2. Specialist hospital (acute only),1. Freehold,,SR2 9HP,"252,397",0,0,"93,744","12,723","2,640",Not Applicable,"102,931","8,663","380,781",0,"184,193","35,139",Not Applicable,Not Applicable,"7,122",100,"20,708",2.35,0,0,0,26,"5,202",195,0,15,22,115,0,"1,547",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,4,0,"926,660","4,053,117","731,018","582,865",0,4.58,0,0,13.27,0,0,0,82.15,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"78,259","538,114","71,698","2,679,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"24,324","7,291",Not Applicable,Not Applicable,"2,137",1.72,"6,866",3.9,"8,300",21,0,0,0,0,"2,024",24.01,0,0,0,0,"2,862",16,0,0,"1,590",3,"15,392.00",Not Applicable,Not Applicable,"6,200",164,6,2,1.33,0.18,No,Not Applicable,Not Applicable,"184,193",7.52,Not Applicable,Not Applicable,"72,938","14,850",Partial hostess service,Not Applicable,Not Applicable,4. Hybrid,1,"35,100","75,092",No,Not Applicable,Not Applicable,"124,947",5.6,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1A1P,EVESHAM COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,WR11 1JT,"522,408",0,"14,032","86,201",0,"5,074",Not Applicable,"219,271","11,814","42,218",0,"147,769","228,028",Not Applicable,Not Applicable,"9,009",100,"25,910",3.07,0,0,0,0,"5,492",73,0,62,307,111,0,"2,776",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,14,66,2,9,5,14,0,0,"2,158,758","2,300,059","1,791,332",0,0,2,0,0,9,0,0,89,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"86,124","482,312","72,474","2,963,692",0,0,0,0,0,0,"30,575","171,227",0,0,0,0,0,0,Not Applicable,Not Applicable,"23,920","11,839",Not Applicable,Not Applicable,"14,340",13.16,0,0,"11,979",34.02,0,0,"1,691",0.53,"1,794",30.46,0,0,0,0,"15,114",92.58,0,0,"3,782",4.14,"49,567.00",Not Applicable,Not Applicable,"1,777",257,13,0,1.25,1.25,No,Not Applicable,Not Applicable,"398,265",14.94,Not Applicable,Not Applicable,"333,592","57,309",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"96,457",Not Applicable,"166,356",No,Not Applicable,Not Applicable,"10,818",0.67,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1A22,KEITH WINTER CLOSE MH UNIT,4. Mental Health (including Specialist services),1. Freehold,,B61 0EX,"55,199",0,0,"1,487",0,431,Not Applicable,"43,163","6,501",738,0,"1,328","9,234",Not Applicable,Not Applicable,697,100,"1,638",0.74,0,0,0,0,617,0,0,0,0,0,0,80,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,46,42,0,0,0,15,0,0,0,"38,129","32,970",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"5,293","36,916","4,349","178,052",0,0,0,0,0,0,"2,109","13,106",0,0,0,0,0,0,Not Applicable,Not Applicable,"4,295","1,265",Not Applicable,Not Applicable,605,0.34,0,0,105,0.3,0,0,216,0.07,333,1.84,0,0,0,0,344,1.64,0,0,636,0.24,451,Not Applicable,Not Applicable,0,15,1,0,0,0,No,Not Applicable,Not Applicable,"47,766",1.63,Not Applicable,Not Applicable,"19,614","16,001",No hostess,Not Applicable,Not Applicable,5. Patient Linen/Laundry,989,147,"2,299",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1A49,HILL CREST MH UNIT,4. Mental Health (including Specialist services),1. Freehold,,B98 7WG,"235,193",0,0,"17,430",0,"1,465",Not Applicable,"96,663","6,688","2,786",0,"3,521","55,838",Not Applicable,Not Applicable,"2,295",100,"5,393",0,0,0,0,0,"1,883",65,0,0,0,0,0,347,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,1,0,6,4,21,0,0,0,406,"54,884",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"48,447","147,168",0,0,0,0,0,0,0,0,"17,199","52,247",0,0,293,0,0,"27,272",Not Applicable,Not Applicable,"5,772","2,186",Not Applicable,Not Applicable,"1,109",0.38,0,0,273,0.63,0,0,0,0,915,3.77,0,0,0,0,"4,813",13.75,0,0,"1,665",0.67,"1,502.00",Not Applicable,Not Applicable,0,40,4,0,0,0,No,Not Applicable,Not Applicable,"103,658",3.68,Not Applicable,Not Applicable,"149,516","26,775",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"5,276",Not Applicable,"13,285",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AAN,TENBURY COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,WR15 8AF,"135,077",0,0,"25,754",0,"1,273",Not Applicable,"57,700","6,675","16,895",0,"8,417","36,925",Not Applicable,Not Applicable,"1,919",100,"4,510",0.57,0,0,0,0,"1,321",0,0,18,0,0,0,580,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6,8,0,6.91,3,0,0,0,"5,222","232,791","133,585",0,29,0,0,0,0,0,71,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"26,636","139,397","19,368","798,562",0,0,0,0,0,0,"9,456","49,488",0,0,0,0,0,0,Not Applicable,Not Applicable,813,"1,334",Not Applicable,Not Applicable,"4,011",3.21,0,0,"2,422",6.85,0,0,0,0,861,1.76,0,0,0,0,"1,699",3.02,0,0,282,1.33,"1,740.00",Not Applicable,Not Applicable,0,50,5,0,0,0,No,Not Applicable,Not Applicable,"123,561",3.65,Not Applicable,Not Applicable,"121,696","18,258",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"14,680",Not Applicable,"39,986",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AAV,CROMWELL HOUSE,4. Mental Health (including Specialist services),1. Freehold,,WR3 8AJ,"40,407",0,0,"2,913",0,265,Not Applicable,"24,288","1,124",627,0,975,"4,886",Not Applicable,Not Applicable,436,100,"1,025",0.05,0,0,0,0,422,0,0,0,0,0,0,14,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,10,0,0,0,0,"17,405","7,513",0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"3,031","20,298","1,837","75,596",0,0,0,0,0,0,"1,076","7,206",0,0,0,0,0,0,Not Applicable,Not Applicable,"1,743",699,Not Applicable,Not Applicable,45,0.04,0,0,0,0,0,0,384,0.04,"1,368",1.05,0,0,0,0,605,2.89,0,0,144,0.23,394,Not Applicable,Not Applicable,0,5,1,0,0,0,No,Not Applicable,Not Applicable,"22,945",1.29,Not Applicable,Not Applicable,"12,981","10,423",No hostess,Not Applicable,Not Applicable,5. Patient Linen/Laundry,744,301,"2,114",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ACG,PRINCESS OF WALES HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,B61 0BB,"1,073,748",0,"32,899","160,012",0,"6,062",Not Applicable,"219,565","13,242","55,056",0,"181,463","244,255",Not Applicable,Not Applicable,"11,445",100,"26,919",5.71,0,0,0,0,"8,614",5,0,63,20,143,0,"2,600",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,11,11.6,0,1.79,38,23,0,0,"34,358","425,546","403,176",0,10.2,0,84.9,1.3,2.3,1.3,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"161,598","161,598","55,553","2,222,417",0,0,0,0,0,0,"57,370","296,261",0,0,0,0,0,"10,936",Not Applicable,Not Applicable,"20,449","8,526",Not Applicable,Not Applicable,"2,005",7.94,0,0,321,29.15,0,0,947,0.36,"2,596",13.77,0,0,0,0,"16,078",47.32,0,0,"5,658",5.14,"26,261.00",Not Applicable,Not Applicable,"17,507",359,24,0,1.25,0,No,Not Applicable,Not Applicable,"610,370",22.32,Not Applicable,Not Applicable,"659,624","87,210",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"119,889",Not Applicable,"236,640",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ACW,PERSHORE HOSPITAL,7. Community hospital (with inpatient beds),5. SLA/lease from public sector,3. Leased and part serviced,WR10 1PS,"3,203",0,"409,598","61,174",0,"11,400",0,"54,123",825,"12,625",0,"16,043","43,343",Not Applicable,Not Applicable,"1,830",0,"4,279",Not Applicable,Not Applicable,0,0,0,"1,572",0,0,0,0,0,0,258,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5.2,0,0,0,10,0,0,0,0,"15,815","28,015",0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"33,681","177,919","14,667","603,643",0,0,0,0,0,0,"11,957","63,164",0,0,0,0,0,0,Not Applicable,Not Applicable,"5,534","2,419",Not Applicable,Not Applicable,"3,988",3.19,0,0,"5,281",14.96,Not Applicable,Not Applicable,0,0,558,2.35,0,0,0,0,733,4.08,Not Applicable,Not Applicable,967,1.04,"7,353.00",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"109,225",3.56,Not Applicable,Not Applicable,"119,727","26,775",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"28,842",Not Applicable,"70,086",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ACY,OSBORNE COURT,5. Learning Disabilities,1. Freehold,,WR14 1JE,"164,445",0,0,"8,896",0,"1,294",Not Applicable,"93,300","7,869","3,934",0,"3,292","21,424",Not Applicable,Not Applicable,"2,109",100,"4,956",1.2,0,0,0,0,"1,381",0,0,0,0,0,0,728,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,13,10,12,21,0,21,0,0,0,"18,565","134,100",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"19,477","105,572","19,583","799,432",0,0,0,0,0,0,"6,915","37,479",0,0,0,0,0,0,Not Applicable,Not Applicable,"5,389","2,307",Not Applicable,Not Applicable,"2,038",3.64,0,0,"1,537",4.35,0,0,0,0,"1,495",4.42,0,0,0,0,"2,699",4.94,0,0,514,1.18,"1,425.00",Not Applicable,Not Applicable,0,53,3,0,0,0,No,Not Applicable,Not Applicable,"36,171",1.2,Not Applicable,Not Applicable,"24,508","13,189",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"4,161",Not Applicable,"11,031",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ADC,MALVERN COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,WR14 1EX,"715,409",0,"15,050","92,547",0,"5,442",Not Applicable,"87,744","8,375","28,425",0,"65,714","55,706",Not Applicable,Not Applicable,"3,936",100,"9,273",1.32,0,0,0,0,"3,080",13,0,14,35,0,0,794,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,12,0,0,0,0,"16,013",291,0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"74,165","413,588","22,457","918,391",0,0,0,0,0,0,"26,330","146,830",0,0,0,0,0,"2,115",Not Applicable,Not Applicable,"15,151","4,143",Not Applicable,Not Applicable,"9,030",9.4,0,0,"8,127",23.01,0,0,0,0,"1,727",3.71,0,0,0,0,"3,218",6,0,0,606,0.83,"28,036.00",Not Applicable,Not Applicable,999,115,10,0,1.25,0,No,Not Applicable,Not Applicable,"199,508",7.36,Not Applicable,Not Applicable,"150,212","25,374",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"54,497",Not Applicable,"78,094",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AHM,WORCESTER CITY INPATIENT UNIT (FORMERLY KNOWN AS TIMBERDINE UNIT),7. Community hospital (with inpatient beds),5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,WR5 2DD,"49,418",0,0,"33,014",0,"4,145",0,"43,866","4,157","14,120",0,"3,394","14,120",Not Applicable,Not Applicable,"2,269",0,"5,331",Not Applicable,Not Applicable,0,0,0,"1,786",0,0,0,0,0,0,483,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,13,0,0,7,39,0,0,0,"45,454","10,564",0,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"28,029","146,687","20,381","840,326",0,0,0,0,0,0,"9,951","52,076",0,0,0,0,0,0,Not Applicable,Not Applicable,"25,807","2,544",Not Applicable,Not Applicable,"4,221",3.37,0,0,"9,505",27.02,Not Applicable,Not Applicable,0,0,906,1.85,0,0,0,0,"1,788",3.18,Not Applicable,Not Applicable,297,1.41,"1,827.00",Not Applicable,Not Applicable,0,44,2,0,0,0,No,Not Applicable,Not Applicable,"225,802",6.86,Not Applicable,Not Applicable,"275,860","48,246",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"40,407",Not Applicable,"116,496",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ALJ,KIDDERMINSTER GENERAL HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,DY11 6RJ,"225,256",0,0,0,0,"327,424",Not Applicable,"100,419","2,074","15,101",0,"10,165","63,692",Not Applicable,Not Applicable,"4,267",78,"10,028",0,0,0,0,0,"2,261",74,0,20,0,0,0,"1,912",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,33,22,21,11,0,5,0,0,"9,263","700,562","48,148",0,0,0,0,78,22,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"48,825","171,299","73,042","704,606",0,0,0,0,0,0,"17,334","60,814",0,0,0,0,0,0,Not Applicable,Not Applicable,"25,807","2,921",Not Applicable,Not Applicable,444,0.34,0,0,0,0,0,0,0,0,"1,838",4.57,0,0,0,0,"4,510",12.06,0,0,"3,553",2.85,"3,973.00",Not Applicable,Not Applicable,0,0,0,0,1.5,0.05,Yes,Not Applicable,Not Applicable,"125,276",5.27,Not Applicable,Not Applicable,"95,310","16,032",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"22,359",Not Applicable,"56,242",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ALK,NEWTOWN HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,WR5 1JG,"590,638",0,"21,566","97,797",0,"704,711",Not Applicable,"162,458","5,914","7,881",0,"35,414","87,557",Not Applicable,Not Applicable,"6,786",100,"13,529",1.78,0,0,0,0,"5,405",118,0,9,32,0,0,"1,222",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,9,5,0,6,9,7,0,0,"76,527","520,619","266,717",0,0,0,0,100,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"65,033","385,954","58,256","1,393,584",0,0,0,0,0,0,"35,018","207,821",0,0,0,0,0,0,Not Applicable,Not Applicable,"52,948","5,994",Not Applicable,Not Applicable,"4,757",3.64,0,0,"2,231",6.29,0,0,0,0,"2,683",6.18,0,0,0,0,"8,298",18.81,0,0,"1,273",1.74,"9,389.00",Not Applicable,Not Applicable,0,94,2,0,1.25,0,Yes,Not Applicable,Not Applicable,"310,925",8.4,Not Applicable,Not Applicable,"271,638","43,518",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"24,410",Not Applicable,"45,593",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AORS,OTHER REPORTABLE SITES,Other Reportable Site,,,WR4 9RW,"755,874",0,"470,643","319,733",0,"425,000",0,"181,171","12,493","208,107",0,"189,378","148,971",Not Applicable,Not Applicable,"19,918",44.6,"46,288",Not Applicable,Not Applicable,0,0,0,"10,998",60,168,291,"2,599",0,0,"5,802",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10,17,4.26,0.79,0,4,0,0,"631,989","1,410,495","916,243",0,12.9,31.41,9.46,1.22,25.91,4.35,1.1,13.65,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"131,003","778,170","64,112","3,148,268",0,0,0,0,0,0,"46,508","276,261",0,0,0,0,0,0,Not Applicable,Not Applicable,"42,271","8,587",Not Applicable,Not Applicable,"21,133",12.61,0,0,"1,997",5.2,0,0,788,0.29,"14,751",53.76,0,0,0,0,"27,338",82.24,0,0,"17,959",18.23,"10,832.00",Not Applicable,Not Applicable,0,855,74,0,0,0,No,Not Applicable,Not Applicable,"194,146",8.88,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"1,551",Not Applicable,"5,238",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1C03,WESTERN COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,SO16 4XE,"231,297","176,362",0,"60,369",0,0,Not Applicable,"203,657","7,385","18,363",657,"30,445","22,243",Not Applicable,Not Applicable,"3,448",53,"8,620",3,0,0,0,0,"1,427",0,0,12,706,134,0,852,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,24,0,"65,720","290,970","259,541","161,438",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"48,068","415,602","19,916","987,427",0,0,0,0,0,0,0,0,0,0,"10,417",0,0,0,Not Applicable,Not Applicable,"14,957","3,226",Not Applicable,Not Applicable,395,0.51,254,0.76,"1,783",7.75,0,0,0,0,"1,925",8.23,0,0,0,0,"6,653",35.33,0,0,"1,080",3.47,0,Not Applicable,Not Applicable,0,93,5,0,0,0,None,Not Applicable,Not Applicable,"262,324",8.82,Not Applicable,Not Applicable,"275,226","28,631",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"28,994",Not Applicable,"54,735",No,Not Applicable,Not Applicable,"78,659",3.52,Not Applicable,Not Applicable
